NUM_PASAJEROS;ANIO;MES;DIA;ZONA_FNC_GROUP_2;EsEscolar;EsFestivo
623;2018;4;16;CONVENIOS CABILDO-AYTOS.;1;0
3016;2018;4;17;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31228;2018;4;17;ENCOMIENDA USC-AYTO.SC;1;0
632;2018;4;17;CONVENIOS CABILDO-AYTOS.;1;0
89127;2018;4;17;CPI-CABILDO;1;0
3002;2018;4;18;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31457;2018;4;18;ENCOMIENDA USC-AYTO.SC;1;0
88367;2018;4;18;CPI-CABILDO;1;0
595;2018;4;18;CONVENIOS CABILDO-AYTOS.;1;0
2975;2018;4;19;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
87777;2018;4;19;CPI-CABILDO;1;0
30341;2018;4;19;ENCOMIENDA USC-AYTO.SC;1;0
618;2018;4;19;CONVENIOS CABILDO-AYTOS.;1;0
88039;2018;4;20;CPI-CABILDO;1;0
2674;2018;4;20;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
28242;2018;4;20;ENCOMIENDA USC-AYTO.SC;1;0
497;2018;4;20;CONVENIOS CABILDO-AYTOS.;1;0
105;2018;4;21;CONVENIOS CABILDO-AYTOS.;1;0
422;2018;4;21;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
9793;2018;4;21;ENCOMIENDA USC-AYTO.SC;1;0
37742;2018;4;21;CPI-CABILDO;1;0
8280;2018;4;22;ENCOMIENDA USC-AYTO.SC;1;0
72;2018;4;22;CONVENIOS CABILDO-AYTOS.;1;0
39762;2018;4;22;CPI-CABILDO;1;0
345;2018;4;22;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
28759;2018;4;23;ENCOMIENDA USC-AYTO.SC;1;0
568;2018;4;23;CONVENIOS CABILDO-AYTOS.;1;0
82916;2018;4;23;CPI-CABILDO;1;0
2358;2018;4;23;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
29540;2018;4;24;ENCOMIENDA USC-AYTO.SC;1;0
569;2018;4;24;CONVENIOS CABILDO-AYTOS.;1;0
85517;2018;4;24;CPI-CABILDO;1;0
2843;2018;4;24;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31736;2018;4;25;ENCOMIENDA USC-AYTO.SC;1;0
88623;2018;4;25;CPI-CABILDO;1;0
3130;2018;4;25;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
646;2018;4;25;CONVENIOS CABILDO-AYTOS.;1;0
30764;2018;4;26;ENCOMIENDA USC-AYTO.SC;1;0
88978;2018;4;26;CPI-CABILDO;1;0
2859;2018;4;26;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
635;2018;4;26;CONVENIOS CABILDO-AYTOS.;1;0
30681;2018;4;27;ENCOMIENDA USC-AYTO.SC;1;0
2868;2018;4;27;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
623;2018;4;27;CONVENIOS CABILDO-AYTOS.;1;0
89260;2018;4;27;CPI-CABILDO;1;0
15915;2018;4;28;ENCOMIENDA USC-AYTO.SC;1;0
169;2018;4;28;CONVENIOS CABILDO-AYTOS.;1;0
763;2018;4;28;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
57136;2018;4;28;CPI-CABILDO;1;0
485;2018;4;29;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
10840;2018;4;29;ENCOMIENDA USC-AYTO.SC;1;0
86;2018;4;29;CONVENIOS CABILDO-AYTOS.;1;0
51343;2018;4;29;CPI-CABILDO;1;0
30290;2018;4;30;ENCOMIENDA USC-AYTO.SC;1;0
88493;2018;4;30;CPI-CABILDO;1;0
2961;2018;4;30;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
606;2018;4;30;CONVENIOS CABILDO-AYTOS.;1;0
117;2018;5;1;CONVENIOS CABILDO-AYTOS.;1;1
12106;2018;5;1;ENCOMIENDA USC-AYTO.SC;1;1
44708;2018;5;1;CPI-CABILDO;1;1
516;2018;5;1;ENCOMIENDA LAGUNA -AYTO.LAG;1;1
31035;2018;5;2;ENCOMIENDA USC-AYTO.SC;1;0
88789;2018;5;2;CPI-CABILDO;1;0
3074;2018;5;2;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
619;2018;5;2;CONVENIOS CABILDO-AYTOS.;1;0
2745;2018;5;3;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
14022;2018;5;3;ENCOMIENDA USC-AYTO.SC;1;0
477;2018;5;3;CONVENIOS CABILDO-AYTOS.;1;0
73508;2018;5;3;CPI-CABILDO;1;0
30649;2018;5;4;ENCOMIENDA USC-AYTO.SC;1;0
2904;2018;5;4;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
88487;2018;5;4;CPI-CABILDO;1;0
583;2018;5;4;CONVENIOS CABILDO-AYTOS.;1;0
799;2018;5;5;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
58454;2018;5;5;CPI-CABILDO;1;0
158;2018;5;5;CONVENIOS CABILDO-AYTOS.;1;0
16771;2018;5;5;ENCOMIENDA USC-AYTO.SC;1;0
39708;2018;5;6;CPI-CABILDO;1;0
409;2018;5;6;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
10362;2018;5;6;ENCOMIENDA USC-AYTO.SC;1;0
75;2018;5;6;CONVENIOS CABILDO-AYTOS.;1;0
2887;2018;5;7;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
582;2018;5;7;CONVENIOS CABILDO-AYTOS.;1;0
31022;2018;5;7;ENCOMIENDA USC-AYTO.SC;1;0
88088;2018;5;7;CPI-CABILDO;1;0
31065;2018;5;8;ENCOMIENDA USC-AYTO.SC;1;0
609;2018;5;8;CONVENIOS CABILDO-AYTOS.;1;0
87053;2018;5;8;CPI-CABILDO;1;0
2903;2018;5;8;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31267;2018;5;9;ENCOMIENDA USC-AYTO.SC;1;0
516;2018;5;9;CONVENIOS CABILDO-AYTOS.;1;0
87873;2018;5;9;CPI-CABILDO;1;0
2949;2018;5;9;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
582;2018;5;10;CONVENIOS CABILDO-AYTOS.;1;0
31378;2018;5;10;ENCOMIENDA USC-AYTO.SC;1;0
88136;2018;5;10;CPI-CABILDO;1;0
3057;2018;5;10;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30635;2018;5;11;ENCOMIENDA USC-AYTO.SC;1;0
89383;2018;5;11;CPI-CABILDO;1;0
2965;2018;5;11;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
595;2018;5;11;CONVENIOS CABILDO-AYTOS.;1;0
15264;2018;5;12;ENCOMIENDA USC-AYTO.SC;1;0
57199;2018;5;12;CPI-CABILDO;1;0
733;2018;5;12;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
145;2018;5;12;CONVENIOS CABILDO-AYTOS.;1;0
11114;2018;5;13;ENCOMIENDA USC-AYTO.SC;1;0
419;2018;5;13;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
92;2018;5;13;CONVENIOS CABILDO-AYTOS.;1;0
44677;2018;5;13;CPI-CABILDO;1;0
30521;2018;5;14;ENCOMIENDA USC-AYTO.SC;1;0
639;2018;5;14;CONVENIOS CABILDO-AYTOS.;1;0
2835;2018;5;14;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
86997;2018;5;14;CPI-CABILDO;1;0
3026;2018;5;15;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30833;2018;5;15;ENCOMIENDA USC-AYTO.SC;1;0
611;2018;5;15;CONVENIOS CABILDO-AYTOS.;1;0
86974;2018;5;15;CPI-CABILDO;1;0
31632;2018;5;16;ENCOMIENDA USC-AYTO.SC;1;0
88274;2018;5;16;CPI-CABILDO;1;0
2881;2018;5;16;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
593;2018;5;16;CONVENIOS CABILDO-AYTOS.;1;0
87180;2018;5;17;CPI-CABILDO;1;0
2953;2018;5;17;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30465;2018;5;17;ENCOMIENDA USC-AYTO.SC;1;0
643;2018;5;17;CONVENIOS CABILDO-AYTOS.;1;0
30055;2018;5;18;ENCOMIENDA USC-AYTO.SC;1;0
89980;2018;5;18;CPI-CABILDO;1;0
2818;2018;5;18;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
591;2018;5;18;CONVENIOS CABILDO-AYTOS.;1;0
735;2018;5;19;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
15183;2018;5;19;ENCOMIENDA USC-AYTO.SC;1;0
156;2018;5;19;CONVENIOS CABILDO-AYTOS.;1;0
55024;2018;5;19;CPI-CABILDO;1;0
43657;2018;5;20;CPI-CABILDO;1;0
451;2018;5;20;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
10162;2018;5;20;ENCOMIENDA USC-AYTO.SC;1;0
105;2018;5;20;CONVENIOS CABILDO-AYTOS.;1;0
2686;2018;5;21;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
84633;2018;5;21;CPI-CABILDO;1;0
30482;2018;5;21;ENCOMIENDA USC-AYTO.SC;1;0
633;2018;5;21;CONVENIOS CABILDO-AYTOS.;1;0
81309;2018;5;22;CPI-CABILDO;1;0
2922;2018;5;22;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
29629;2018;5;22;ENCOMIENDA USC-AYTO.SC;1;0
596;2018;5;22;CONVENIOS CABILDO-AYTOS.;1;0
2626;2018;5;23;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
28493;2018;5;23;ENCOMIENDA USC-AYTO.SC;1;0
569;2018;5;23;CONVENIOS CABILDO-AYTOS.;1;0
84648;2018;5;23;CPI-CABILDO;1;0
2657;2018;5;24;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
29011;2018;5;24;ENCOMIENDA USC-AYTO.SC;1;0
603;2018;5;24;CONVENIOS CABILDO-AYTOS.;1;0
83620;2018;5;24;CPI-CABILDO;1;0
30944;2018;5;25;ENCOMIENDA USC-AYTO.SC;1;0
659;2018;5;25;CONVENIOS CABILDO-AYTOS.;1;0
87952;2018;5;25;CPI-CABILDO;1;0
2934;2018;5;25;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
15596;2018;5;26;ENCOMIENDA USC-AYTO.SC;1;0
249;2018;5;26;CONVENIOS CABILDO-AYTOS.;1;0
55574;2018;5;26;CPI-CABILDO;1;0
802;2018;5;26;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
10974;2018;5;27;ENCOMIENDA USC-AYTO.SC;1;0
120;2018;5;27;CONVENIOS CABILDO-AYTOS.;1;0
43726;2018;5;27;CPI-CABILDO;1;0
826;2018;5;27;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30258;2018;5;28;ENCOMIENDA USC-AYTO.SC;1;0
86279;2018;5;28;CPI-CABILDO;1;0
2901;2018;5;28;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
619;2018;5;28;CONVENIOS CABILDO-AYTOS.;1;0
30475;2018;5;29;ENCOMIENDA USC-AYTO.SC;1;0
614;2018;5;29;CONVENIOS CABILDO-AYTOS.;1;0
84013;2018;5;29;CPI-CABILDO;1;0
2938;2018;5;29;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
43663;2018;5;30;CPI-CABILDO;1;1
538;2018;5;30;ENCOMIENDA LAGUNA -AYTO.LAG;1;1
131;2018;5;30;CONVENIOS CABILDO-AYTOS.;1;1
11691;2018;5;30;ENCOMIENDA USC-AYTO.SC;1;1
29856;2018;5;31;ENCOMIENDA USC-AYTO.SC;1;0
2869;2018;5;31;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
626;2018;5;31;CONVENIOS CABILDO-AYTOS.;1;0
83721;2018;5;31;CPI-CABILDO;1;0
31399;2018;6;1;ENCOMIENDA USC-AYTO.SC;1;0
86826;2018;6;1;CPI-CABILDO;1;0
624;2018;6;1;CONVENIOS CABILDO-AYTOS.;1;0
2865;2018;6;1;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
55607;2018;6;2;CPI-CABILDO;1;0
16156;2018;6;2;ENCOMIENDA USC-AYTO.SC;1;0
819;2018;6;2;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
135;2018;6;2;CONVENIOS CABILDO-AYTOS.;1;0
11618;2018;6;3;ENCOMIENDA USC-AYTO.SC;1;0
43447;2018;6;3;CPI-CABILDO;1;0
551;2018;6;3;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
93;2018;6;3;CONVENIOS CABILDO-AYTOS.;1;0
2915;2018;6;4;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31087;2018;6;4;ENCOMIENDA USC-AYTO.SC;1;0
669;2018;6;4;CONVENIOS CABILDO-AYTOS.;1;0
84440;2018;6;4;CPI-CABILDO;1;0
85907;2018;6;5;CPI-CABILDO;1;0
2836;2018;6;5;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31183;2018;6;5;ENCOMIENDA USC-AYTO.SC;1;0
564;2018;6;5;CONVENIOS CABILDO-AYTOS.;1;0
2910;2018;6;6;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
86569;2018;6;6;CPI-CABILDO;1;0
31351;2018;6;6;ENCOMIENDA USC-AYTO.SC;1;0
591;2018;6;6;CONVENIOS CABILDO-AYTOS.;1;0
87153;2018;6;7;CPI-CABILDO;1;0
30951;2018;6;7;ENCOMIENDA USC-AYTO.SC;1;0
2883;2018;6;7;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
495;2018;6;7;CONVENIOS CABILDO-AYTOS.;1;0
2873;2018;6;8;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
571;2018;6;8;CONVENIOS CABILDO-AYTOS.;1;0
31303;2018;6;8;ENCOMIENDA USC-AYTO.SC;1;0
89386;2018;6;8;CPI-CABILDO;1;0
724;2018;6;9;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
15733;2018;6;9;ENCOMIENDA USC-AYTO.SC;1;0
56908;2018;6;9;CPI-CABILDO;1;0
138;2018;6;9;CONVENIOS CABILDO-AYTOS.;1;0
516;2018;6;10;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
48347;2018;6;10;CPI-CABILDO;1;0
12171;2018;6;10;ENCOMIENDA USC-AYTO.SC;1;0
55;2018;6;10;CONVENIOS CABILDO-AYTOS.;1;0
87777;2018;6;11;CPI-CABILDO;1;0
2942;2018;6;11;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31066;2018;6;11;ENCOMIENDA USC-AYTO.SC;1;0
597;2018;6;11;CONVENIOS CABILDO-AYTOS.;1;0
602;2018;6;12;CONVENIOS CABILDO-AYTOS.;1;0
85555;2018;6;12;CPI-CABILDO;1;0
2611;2018;6;12;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30684;2018;6;12;ENCOMIENDA USC-AYTO.SC;1;0
87077;2018;6;13;CPI-CABILDO;1;0
2727;2018;6;13;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
572;2018;6;13;CONVENIOS CABILDO-AYTOS.;1;0
30726;2018;6;13;ENCOMIENDA USC-AYTO.SC;1;0
30263;2018;6;14;ENCOMIENDA USC-AYTO.SC;1;0
85222;2018;6;14;CPI-CABILDO;1;0
2835;2018;6;14;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
536;2018;6;14;CONVENIOS CABILDO-AYTOS.;1;0
29639;2018;6;15;ENCOMIENDA USC-AYTO.SC;1;0
580;2018;6;15;CONVENIOS CABILDO-AYTOS.;1;0
2878;2018;6;15;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
86560;2018;6;15;CPI-CABILDO;1;0
776;2018;6;16;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
16737;2018;6;16;ENCOMIENDA USC-AYTO.SC;1;0
131;2018;6;16;CONVENIOS CABILDO-AYTOS.;1;0
56936;2018;6;16;CPI-CABILDO;1;0
12338;2018;6;17;ENCOMIENDA USC-AYTO.SC;1;0
45558;2018;6;17;CPI-CABILDO;1;0
512;2018;6;17;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
93;2018;6;17;CONVENIOS CABILDO-AYTOS.;1;0
2642;2018;6;18;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30747;2018;6;18;ENCOMIENDA USC-AYTO.SC;1;0
575;2018;6;18;CONVENIOS CABILDO-AYTOS.;1;0
85896;2018;6;18;CPI-CABILDO;1;0
30701;2018;6;19;ENCOMIENDA USC-AYTO.SC;1;0
83751;2018;6;19;CPI-CABILDO;1;0
2730;2018;6;19;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
608;2018;6;19;CONVENIOS CABILDO-AYTOS.;1;0
2608;2018;6;20;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31402;2018;6;20;ENCOMIENDA USC-AYTO.SC;1;0
559;2018;6;20;CONVENIOS CABILDO-AYTOS.;1;0
84482;2018;6;20;CPI-CABILDO;1;0
84105;2018;6;21;CPI-CABILDO;1;0
2673;2018;6;21;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
31297;2018;6;21;ENCOMIENDA USC-AYTO.SC;1;0
508;2018;6;21;CONVENIOS CABILDO-AYTOS.;1;0
85419;2018;6;22;CPI-CABILDO;1;0
2477;2018;6;22;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
30386;2018;6;22;ENCOMIENDA USC-AYTO.SC;1;0
514;2018;6;22;CONVENIOS CABILDO-AYTOS.;1;0
58824;2018;6;23;CPI-CABILDO;0;0
688;2018;6;23;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
156;2018;6;23;CONVENIOS CABILDO-AYTOS.;0;0
18466;2018;6;23;ENCOMIENDA USC-AYTO.SC;0;0
134;2018;6;24;CONVENIOS CABILDO-AYTOS.;0;0
47661;2018;6;24;CPI-CABILDO;0;0
15024;2018;6;24;ENCOMIENDA USC-AYTO.SC;0;0
577;2018;6;24;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
624;2018;6;25;CONVENIOS CABILDO-AYTOS.;0;0
88478;2018;6;25;CPI-CABILDO;0;0
2793;2018;6;25;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
33575;2018;6;25;ENCOMIENDA USC-AYTO.SC;0;0
522;2018;6;26;CONVENIOS CABILDO-AYTOS.;0;0
2511;2018;6;26;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
32388;2018;6;26;ENCOMIENDA USC-AYTO.SC;0;0
87505;2018;6;26;CPI-CABILDO;0;0
85740;2018;6;27;CPI-CABILDO;0;0
2652;2018;6;27;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
32807;2018;6;27;ENCOMIENDA USC-AYTO.SC;0;0
513;2018;6;27;CONVENIOS CABILDO-AYTOS.;0;0
2600;2018;6;28;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
31179;2018;6;28;ENCOMIENDA USC-AYTO.SC;0;0
537;2018;6;28;CONVENIOS CABILDO-AYTOS.;0;0
85154;2018;6;28;CPI-CABILDO;0;0
2660;2018;6;29;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
29385;2018;6;29;ENCOMIENDA USC-AYTO.SC;0;0
85076;2018;6;29;CPI-CABILDO;0;0
516;2018;6;29;CONVENIOS CABILDO-AYTOS.;0;0
848;2018;6;30;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
57091;2018;6;30;CPI-CABILDO;0;0
17199;2018;6;30;ENCOMIENDA USC-AYTO.SC;0;0
162;2018;6;30;CONVENIOS CABILDO-AYTOS.;0;0
45751;2018;7;1;CPI-CABILDO;0;0
519;2018;7;1;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
14073;2018;7;1;ENCOMIENDA USC-AYTO.SC;0;0
105;2018;7;1;CONVENIOS CABILDO-AYTOS.;0;0
2498;2018;7;2;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
536;2018;7;2;CONVENIOS CABILDO-AYTOS.;0;0
31875;2018;7;2;ENCOMIENDA USC-AYTO.SC;0;0
87052;2018;7;2;CPI-CABILDO;0;0
31173;2018;7;3;ENCOMIENDA USC-AYTO.SC;0;0
553;2018;7;3;CONVENIOS CABILDO-AYTOS.;0;0
86248;2018;7;3;CPI-CABILDO;0;0
2654;2018;7;3;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30897;2018;7;4;ENCOMIENDA USC-AYTO.SC;0;0
497;2018;7;4;CONVENIOS CABILDO-AYTOS.;0;0
86329;2018;7;4;CPI-CABILDO;0;0
2522;2018;7;4;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
31723;2018;7;5;ENCOMIENDA USC-AYTO.SC;0;0
538;2018;7;5;CONVENIOS CABILDO-AYTOS.;0;0
87190;2018;7;5;CPI-CABILDO;0;0
2496;2018;7;5;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30664;2018;7;6;ENCOMIENDA USC-AYTO.SC;0;0
87642;2018;7;6;CPI-CABILDO;0;0
2349;2018;7;6;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
477;2018;7;6;CONVENIOS CABILDO-AYTOS.;0;0
17695;2018;7;7;ENCOMIENDA USC-AYTO.SC;0;0
59111;2018;7;7;CPI-CABILDO;0;0
768;2018;7;7;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
188;2018;7;7;CONVENIOS CABILDO-AYTOS.;0;0
14273;2018;7;8;ENCOMIENDA USC-AYTO.SC;0;0
627;2018;7;8;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
108;2018;7;8;CONVENIOS CABILDO-AYTOS.;0;0
50645;2018;7;8;CPI-CABILDO;0;0
29579;2018;7;9;ENCOMIENDA USC-AYTO.SC;0;0
551;2018;7;9;CONVENIOS CABILDO-AYTOS.;0;0
2400;2018;7;9;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
86038;2018;7;9;CPI-CABILDO;0;0
2506;2018;7;10;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
31300;2018;7;10;ENCOMIENDA USC-AYTO.SC;0;0
499;2018;7;10;CONVENIOS CABILDO-AYTOS.;0;0
89435;2018;7;10;CPI-CABILDO;0;0
31093;2018;7;11;ENCOMIENDA USC-AYTO.SC;0;0
85633;2018;7;11;CPI-CABILDO;0;0
2491;2018;7;11;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
510;2018;7;11;CONVENIOS CABILDO-AYTOS.;0;0
85889;2018;7;12;CPI-CABILDO;0;0
2330;2018;7;12;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30211;2018;7;12;ENCOMIENDA USC-AYTO.SC;0;0
523;2018;7;12;CONVENIOS CABILDO-AYTOS.;0;0
30457;2018;7;13;ENCOMIENDA USC-AYTO.SC;0;0
86252;2018;7;13;CPI-CABILDO;0;0
2395;2018;7;13;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
556;2018;7;13;CONVENIOS CABILDO-AYTOS.;0;0
757;2018;7;14;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
18568;2018;7;14;ENCOMIENDA USC-AYTO.SC;0;0
162;2018;7;14;CONVENIOS CABILDO-AYTOS.;0;0
59361;2018;7;14;CPI-CABILDO;0;0
14260;2018;7;15;ENCOMIENDA USC-AYTO.SC;0;0
466;2018;7;15;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
48194;2018;7;15;CPI-CABILDO;0;0
130;2018;7;15;CONVENIOS CABILDO-AYTOS.;0;0
2529;2018;7;16;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
84048;2018;7;16;CPI-CABILDO;0;0
552;2018;7;16;CONVENIOS CABILDO-AYTOS.;0;0
30902;2018;7;16;ENCOMIENDA USC-AYTO.SC;0;0
84698;2018;7;17;CPI-CABILDO;0;0
2318;2018;7;17;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
29992;2018;7;17;ENCOMIENDA USC-AYTO.SC;0;0
531;2018;7;17;CONVENIOS CABILDO-AYTOS.;0;0
2659;2018;7;18;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
553;2018;7;18;CONVENIOS CABILDO-AYTOS.;0;0
30653;2018;7;18;ENCOMIENDA USC-AYTO.SC;0;0
86102;2018;7;18;CPI-CABILDO;0;0
31595;2018;7;19;ENCOMIENDA USC-AYTO.SC;0;0
501;2018;7;19;CONVENIOS CABILDO-AYTOS.;0;0
86827;2018;7;19;CPI-CABILDO;0;0
2475;2018;7;19;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30549;2018;7;20;ENCOMIENDA USC-AYTO.SC;0;0
528;2018;7;20;CONVENIOS CABILDO-AYTOS.;0;0
86033;2018;7;20;CPI-CABILDO;0;0
2360;2018;7;20;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
165;2018;7;21;CONVENIOS CABILDO-AYTOS.;0;0
17335;2018;7;21;ENCOMIENDA USC-AYTO.SC;0;0
58900;2018;7;21;CPI-CABILDO;0;0
728;2018;7;21;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
14680;2018;7;22;ENCOMIENDA USC-AYTO.SC;0;0
49733;2018;7;22;CPI-CABILDO;0;0
508;2018;7;22;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
130;2018;7;22;CONVENIOS CABILDO-AYTOS.;0;0
29737;2018;7;23;ENCOMIENDA USC-AYTO.SC;0;0
82814;2018;7;23;CPI-CABILDO;0;0
2482;2018;7;23;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
540;2018;7;23;CONVENIOS CABILDO-AYTOS.;0;0
30270;2018;7;24;ENCOMIENDA USC-AYTO.SC;0;0
2436;2018;7;24;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
531;2018;7;24;CONVENIOS CABILDO-AYTOS.;0;0
81884;2018;7;24;CPI-CABILDO;0;0
31632;2018;7;25;ENCOMIENDA USC-AYTO.SC;0;0
555;2018;7;25;CONVENIOS CABILDO-AYTOS.;0;0
2736;2018;7;25;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
86077;2018;7;25;CPI-CABILDO;0;0
2379;2018;7;26;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30936;2018;7;26;ENCOMIENDA USC-AYTO.SC;0;0
522;2018;7;26;CONVENIOS CABILDO-AYTOS.;0;0
83754;2018;7;26;CPI-CABILDO;0;0
29571;2018;7;27;ENCOMIENDA USC-AYTO.SC;0;0
83288;2018;7;27;CPI-CABILDO;0;0
2391;2018;7;27;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
564;2018;7;27;CONVENIOS CABILDO-AYTOS.;0;0
59323;2018;7;28;CPI-CABILDO;0;0
17396;2018;7;28;ENCOMIENDA USC-AYTO.SC;0;0
728;2018;7;28;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
171;2018;7;28;CONVENIOS CABILDO-AYTOS.;0;0
14766;2018;7;29;ENCOMIENDA USC-AYTO.SC;0;0
49998;2018;7;29;CPI-CABILDO;0;0
532;2018;7;29;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
89;2018;7;29;CONVENIOS CABILDO-AYTOS.;0;0
2392;2018;7;30;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30783;2018;7;30;ENCOMIENDA USC-AYTO.SC;0;0
536;2018;7;30;CONVENIOS CABILDO-AYTOS.;0;0
83696;2018;7;30;CPI-CABILDO;0;0
83507;2018;7;31;CPI-CABILDO;0;0
2441;2018;7;31;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30128;2018;7;31;ENCOMIENDA USC-AYTO.SC;0;0
574;2018;7;31;CONVENIOS CABILDO-AYTOS.;0;0
2400;2018;8;1;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
82884;2018;8;1;CPI-CABILDO;0;0
30469;2018;8;1;ENCOMIENDA USC-AYTO.SC;0;0
596;2018;8;1;CONVENIOS CABILDO-AYTOS.;0;0
82713;2018;8;2;CPI-CABILDO;0;0
