NUM_PASAJEROS;ANIO;MES;DIA;ZONA_FNC_GROUP_2;EsEscolar;EsFestivo
2253;2018;8;2;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30018;2018;8;2;ENCOMIENDA USC-AYTO.SC;0;0
510;2018;8;2;CONVENIOS CABILDO-AYTOS.;0;0
2128;2018;8;3;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
29356;2018;8;3;ENCOMIENDA USC-AYTO.SC;0;0
590;2018;8;3;CONVENIOS CABILDO-AYTOS.;0;0
82872;2018;8;3;CPI-CABILDO;0;0
866;2018;8;4;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
17561;2018;8;4;ENCOMIENDA USC-AYTO.SC;0;0
133;2018;8;4;CONVENIOS CABILDO-AYTOS.;0;0
59896;2018;8;4;CPI-CABILDO;0;0
15114;2018;8;5;ENCOMIENDA USC-AYTO.SC;0;0
114;2018;8;5;CONVENIOS CABILDO-AYTOS.;0;0
49234;2018;8;5;CPI-CABILDO;0;0
518;2018;8;5;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
28460;2018;8;6;ENCOMIENDA USC-AYTO.SC;0;0
573;2018;8;6;CONVENIOS CABILDO-AYTOS.;0;0
81327;2018;8;6;CPI-CABILDO;0;0
2226;2018;8;6;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
28734;2018;8;7;ENCOMIENDA USC-AYTO.SC;0;0
522;2018;8;7;CONVENIOS CABILDO-AYTOS.;0;0
80841;2018;8;7;CPI-CABILDO;0;0
2252;2018;8;7;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
29064;2018;8;8;ENCOMIENDA USC-AYTO.SC;0;0
82105;2018;8;8;CPI-CABILDO;0;0
2129;2018;8;8;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
501;2018;8;8;CONVENIOS CABILDO-AYTOS.;0;0
28558;2018;8;9;ENCOMIENDA USC-AYTO.SC;0;0
483;2018;8;9;CONVENIOS CABILDO-AYTOS.;0;0
81635;2018;8;9;CPI-CABILDO;0;0
2264;2018;8;9;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
621;2018;8;10;CONVENIOS CABILDO-AYTOS.;0;0
28487;2018;8;10;ENCOMIENDA USC-AYTO.SC;0;0
2382;2018;8;10;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
86128;2018;8;10;CPI-CABILDO;0;0
836;2018;8;11;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
16787;2018;8;11;ENCOMIENDA USC-AYTO.SC;0;0
131;2018;8;11;CONVENIOS CABILDO-AYTOS.;0;0
61820;2018;8;11;CPI-CABILDO;0;0
13853;2018;8;12;ENCOMIENDA USC-AYTO.SC;0;0
50645;2018;8;12;CPI-CABILDO;0;0
87;2018;8;12;CONVENIOS CABILDO-AYTOS.;0;0
542;2018;8;12;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
80209;2018;8;13;CPI-CABILDO;0;0
26637;2018;8;13;ENCOMIENDA USC-AYTO.SC;0;0
2262;2018;8;13;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
506;2018;8;13;CONVENIOS CABILDO-AYTOS.;0;0
29920;2018;8;14;ENCOMIENDA USC-AYTO.SC;0;0
85429;2018;8;14;CPI-CABILDO;0;0
2478;2018;8;14;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
463;2018;8;14;CONVENIOS CABILDO-AYTOS.;0;0
14356;2018;8;15;ENCOMIENDA USC-AYTO.SC;0;1
71459;2018;8;15;CPI-CABILDO;0;1
511;2018;8;15;ENCOMIENDA LAGUNA -AYTO.LAG;0;1
115;2018;8;15;CONVENIOS CABILDO-AYTOS.;0;1
88423;2018;8;16;CPI-CABILDO;0;0
2223;2018;8;16;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
27207;2018;8;16;ENCOMIENDA USC-AYTO.SC;0;0
501;2018;8;16;CONVENIOS CABILDO-AYTOS.;0;0
2084;2018;8;17;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
79870;2018;8;17;CPI-CABILDO;0;0
25685;2018;8;17;ENCOMIENDA USC-AYTO.SC;0;0
514;2018;8;17;CONVENIOS CABILDO-AYTOS.;0;0
58509;2018;8;18;CPI-CABILDO;0;0
16193;2018;8;18;ENCOMIENDA USC-AYTO.SC;0;0
834;2018;8;18;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
177;2018;8;18;CONVENIOS CABILDO-AYTOS.;0;0
533;2018;8;19;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
129;2018;8;19;CONVENIOS CABILDO-AYTOS.;0;0
13846;2018;8;19;ENCOMIENDA USC-AYTO.SC;0;0
47605;2018;8;19;CPI-CABILDO;0;0
2238;2018;8;20;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
27558;2018;8;20;ENCOMIENDA USC-AYTO.SC;0;0
80608;2018;8;20;CPI-CABILDO;0;0
478;2018;8;20;CONVENIOS CABILDO-AYTOS.;0;0
2346;2018;8;21;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
80097;2018;8;21;CPI-CABILDO;0;0
27643;2018;8;21;ENCOMIENDA USC-AYTO.SC;0;0
457;2018;8;21;CONVENIOS CABILDO-AYTOS.;0;0
80289;2018;8;22;CPI-CABILDO;0;0
2402;2018;8;22;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
27639;2018;8;22;ENCOMIENDA USC-AYTO.SC;0;0
458;2018;8;22;CONVENIOS CABILDO-AYTOS.;0;0
441;2018;8;23;CONVENIOS CABILDO-AYTOS.;0;0
79418;2018;8;23;CPI-CABILDO;0;0
2226;2018;8;23;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
27601;2018;8;23;ENCOMIENDA USC-AYTO.SC;0;0
80767;2018;8;24;CPI-CABILDO;0;0
2338;2018;8;24;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
486;2018;8;24;CONVENIOS CABILDO-AYTOS.;0;0
27734;2018;8;24;ENCOMIENDA USC-AYTO.SC;0;0
18076;2018;8;25;ENCOMIENDA USC-AYTO.SC;0;0
60147;2018;8;25;CPI-CABILDO;0;0
867;2018;8;25;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
163;2018;8;25;CONVENIOS CABILDO-AYTOS.;0;0
14712;2018;8;26;ENCOMIENDA USC-AYTO.SC;0;0
130;2018;8;26;CONVENIOS CABILDO-AYTOS.;0;0
513;2018;8;26;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
50014;2018;8;26;CPI-CABILDO;0;0
2413;2018;8;27;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
29433;2018;8;27;ENCOMIENDA USC-AYTO.SC;0;0
619;2018;8;27;CONVENIOS CABILDO-AYTOS.;0;0
80948;2018;8;27;CPI-CABILDO;0;0
29053;2018;8;28;ENCOMIENDA USC-AYTO.SC;0;0
79721;2018;8;28;CPI-CABILDO;0;0
2315;2018;8;28;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
498;2018;8;28;CONVENIOS CABILDO-AYTOS.;0;0
2387;2018;8;29;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
28228;2018;8;29;ENCOMIENDA USC-AYTO.SC;0;0
517;2018;8;29;CONVENIOS CABILDO-AYTOS.;0;0
79969;2018;8;29;CPI-CABILDO;0;0
28206;2018;8;30;ENCOMIENDA USC-AYTO.SC;0;0
79091;2018;8;30;CPI-CABILDO;0;0
2231;2018;8;30;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
555;2018;8;30;CONVENIOS CABILDO-AYTOS.;0;0
2292;2018;8;31;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
28567;2018;8;31;ENCOMIENDA USC-AYTO.SC;0;0
614;2018;8;31;CONVENIOS CABILDO-AYTOS.;0;0
81082;2018;8;31;CPI-CABILDO;0;0
59126;2018;9;1;CPI-CABILDO;0;0
662;2018;9;1;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
17545;2018;9;1;ENCOMIENDA USC-AYTO.SC;0;0
183;2018;9;1;CONVENIOS CABILDO-AYTOS.;0;0
47723;2018;9;2;CPI-CABILDO;0;0
626;2018;9;2;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
14337;2018;9;2;ENCOMIENDA USC-AYTO.SC;0;0
122;2018;9;2;CONVENIOS CABILDO-AYTOS.;0;0
86006;2018;9;3;CPI-CABILDO;0;0
31670;2018;9;3;ENCOMIENDA USC-AYTO.SC;0;0
2737;2018;9;3;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
599;2018;9;3;CONVENIOS CABILDO-AYTOS.;0;0
2795;2018;9;4;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
503;2018;9;4;CONVENIOS CABILDO-AYTOS.;0;0
31345;2018;9;4;ENCOMIENDA USC-AYTO.SC;0;0
86373;2018;9;4;CPI-CABILDO;0;0
2666;2018;9;5;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30310;2018;9;5;ENCOMIENDA USC-AYTO.SC;0;0
86982;2018;9;5;CPI-CABILDO;0;0
519;2018;9;5;CONVENIOS CABILDO-AYTOS.;0;0
2699;2018;9;6;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
84370;2018;9;6;CPI-CABILDO;0;0
29951;2018;9;6;ENCOMIENDA USC-AYTO.SC;0;0
529;2018;9;6;CONVENIOS CABILDO-AYTOS.;0;0
92941;2018;9;7;CPI-CABILDO;0;0
2734;2018;9;7;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
30162;2018;9;7;ENCOMIENDA USC-AYTO.SC;0;0
579;2018;9;7;CONVENIOS CABILDO-AYTOS.;0;0
165;2018;9;8;CONVENIOS CABILDO-AYTOS.;0;0
61358;2018;9;8;CPI-CABILDO;0;0
840;2018;9;8;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
16856;2018;9;8;ENCOMIENDA USC-AYTO.SC;0;0
46781;2018;9;9;CPI-CABILDO;0;0
575;2018;9;9;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
114;2018;9;9;CONVENIOS CABILDO-AYTOS.;0;0
12540;2018;9;9;ENCOMIENDA USC-AYTO.SC;0;0
552;2018;9;10;CONVENIOS CABILDO-AYTOS.;0;0
32467;2018;9;10;ENCOMIENDA USC-AYTO.SC;0;0
88727;2018;9;10;CPI-CABILDO;0;0
2875;2018;9;10;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
32543;2018;9;11;ENCOMIENDA USC-AYTO.SC;0;0
573;2018;9;11;CONVENIOS CABILDO-AYTOS.;0;0
88817;2018;9;11;CPI-CABILDO;0;0
2685;2018;9;11;ENCOMIENDA LAGUNA -AYTO.LAG;0;0
649;2018;9;12;CONVENIOS CABILDO-AYTOS.;1;0
91860;2018;9;12;CPI-CABILDO;1;0
34228;2018;9;12;ENCOMIENDA USC-AYTO.SC;1;0
3268;2018;9;12;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
605;2018;9;13;CONVENIOS CABILDO-AYTOS.;1;0
91068;2018;9;13;CPI-CABILDO;1;0
3156;2018;9;13;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32129;2018;9;13;ENCOMIENDA USC-AYTO.SC;1;0
702;2018;9;14;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32262;2018;9;14;ENCOMIENDA USC-AYTO.SC;1;0
595;2018;9;14;CONVENIOS CABILDO-AYTOS.;1;0
86200;2018;9;14;CPI-CABILDO;1;0
17728;2018;9;15;ENCOMIENDA USC-AYTO.SC;1;0
968;2018;9;15;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
152;2018;9;15;CONVENIOS CABILDO-AYTOS.;1;0
62116;2018;9;15;CPI-CABILDO;1;0
49389;2018;9;16;CPI-CABILDO;1;0
582;2018;9;16;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
115;2018;9;16;CONVENIOS CABILDO-AYTOS.;1;0
13720;2018;9;16;ENCOMIENDA USC-AYTO.SC;1;0
611;2018;9;17;CONVENIOS CABILDO-AYTOS.;1;0
3077;2018;9;17;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33451;2018;9;17;ENCOMIENDA USC-AYTO.SC;1;0
92804;2018;9;17;CPI-CABILDO;1;0
32396;2018;9;18;ENCOMIENDA USC-AYTO.SC;1;0
577;2018;9;18;CONVENIOS CABILDO-AYTOS.;1;0
2948;2018;9;18;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
91173;2018;9;18;CPI-CABILDO;1;0
33516;2018;9;19;ENCOMIENDA USC-AYTO.SC;1;0
621;2018;9;19;CONVENIOS CABILDO-AYTOS.;1;0
92997;2018;9;19;CPI-CABILDO;1;0
2911;2018;9;19;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32706;2018;9;20;ENCOMIENDA USC-AYTO.SC;1;0
569;2018;9;20;CONVENIOS CABILDO-AYTOS.;1;0
92486;2018;9;20;CPI-CABILDO;1;0
2973;2018;9;20;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
94732;2018;9;21;CPI-CABILDO;1;0
2897;2018;9;21;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
643;2018;9;21;CONVENIOS CABILDO-AYTOS.;1;0
33017;2018;9;21;ENCOMIENDA USC-AYTO.SC;1;0
17510;2018;9;22;ENCOMIENDA USC-AYTO.SC;1;0
63048;2018;9;22;CPI-CABILDO;1;0
838;2018;9;22;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
190;2018;9;22;CONVENIOS CABILDO-AYTOS.;1;0
13406;2018;9;23;ENCOMIENDA USC-AYTO.SC;1;0
132;2018;9;23;CONVENIOS CABILDO-AYTOS.;1;0
569;2018;9;23;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
48322;2018;9;23;CPI-CABILDO;1;0
2880;2018;9;24;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33096;2018;9;24;ENCOMIENDA USC-AYTO.SC;1;0
611;2018;9;24;CONVENIOS CABILDO-AYTOS.;1;0
95300;2018;9;24;CPI-CABILDO;1;0
35619;2018;9;25;ENCOMIENDA USC-AYTO.SC;1;0
98478;2018;9;25;CPI-CABILDO;1;0
3395;2018;9;25;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
718;2018;9;25;CONVENIOS CABILDO-AYTOS.;1;0
3285;2018;9;26;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
35030;2018;9;26;ENCOMIENDA USC-AYTO.SC;1;0
634;2018;9;26;CONVENIOS CABILDO-AYTOS.;1;0
97906;2018;9;26;CPI-CABILDO;1;0
34108;2018;9;27;ENCOMIENDA USC-AYTO.SC;1;0
96634;2018;9;27;CPI-CABILDO;1;0
3286;2018;9;27;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
636;2018;9;27;CONVENIOS CABILDO-AYTOS.;1;0
3327;2018;9;28;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
34025;2018;9;28;ENCOMIENDA USC-AYTO.SC;1;0
636;2018;9;28;CONVENIOS CABILDO-AYTOS.;1;0
99667;2018;9;28;CPI-CABILDO;1;0
64565;2018;9;29;CPI-CABILDO;1;0
919;2018;9;29;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
19527;2018;9;29;ENCOMIENDA USC-AYTO.SC;1;0
177;2018;9;29;CONVENIOS CABILDO-AYTOS.;1;0
48715;2018;9;30;CPI-CABILDO;1;0
512;2018;9;30;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
14138;2018;9;30;ENCOMIENDA USC-AYTO.SC;1;0
108;2018;9;30;CONVENIOS CABILDO-AYTOS.;1;0
98540;2018;10;1;CPI-CABILDO;1;0
35257;2018;10;1;ENCOMIENDA USC-AYTO.SC;1;0
3355;2018;10;1;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
689;2018;10;1;CONVENIOS CABILDO-AYTOS.;1;0
3252;2018;10;2;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
554;2018;10;2;CONVENIOS CABILDO-AYTOS.;1;0
34880;2018;10;2;ENCOMIENDA USC-AYTO.SC;1;0
98155;2018;10;2;CPI-CABILDO;1;0
3305;2018;10;3;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
35183;2018;10;3;ENCOMIENDA USC-AYTO.SC;1;0
98887;2018;10;3;CPI-CABILDO;1;0
583;2018;10;3;CONVENIOS CABILDO-AYTOS.;1;0
3391;2018;10;4;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
99141;2018;10;4;CPI-CABILDO;1;0
34213;2018;10;4;ENCOMIENDA USC-AYTO.SC;1;0
656;2018;10;4;CONVENIOS CABILDO-AYTOS.;1;0
113913;2018;10;5;CPI-CABILDO;1;0
3324;2018;10;5;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33354;2018;10;5;ENCOMIENDA USC-AYTO.SC;1;0
591;2018;10;5;CONVENIOS CABILDO-AYTOS.;1;0
171;2018;10;6;CONVENIOS CABILDO-AYTOS.;1;0
64989;2018;10;6;CPI-CABILDO;1;0
989;2018;10;6;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
18484;2018;10;6;ENCOMIENDA USC-AYTO.SC;1;0
50039;2018;10;7;CPI-CABILDO;1;0
657;2018;10;7;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
13704;2018;10;7;ENCOMIENDA USC-AYTO.SC;1;0
137;2018;10;7;CONVENIOS CABILDO-AYTOS.;1;0
602;2018;10;8;CONVENIOS CABILDO-AYTOS.;1;0
37582;2018;10;8;ENCOMIENDA USC-AYTO.SC;1;0
93192;2018;10;8;CPI-CABILDO;1;0
3266;2018;10;8;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
34552;2018;10;9;ENCOMIENDA USC-AYTO.SC;1;0
600;2018;10;9;CONVENIOS CABILDO-AYTOS.;1;0
97187;2018;10;9;CPI-CABILDO;1;0
3239;2018;10;9;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33950;2018;10;10;ENCOMIENDA USC-AYTO.SC;1;0
3311;2018;10;10;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
667;2018;10;10;CONVENIOS CABILDO-AYTOS.;1;0
99772;2018;10;10;CPI-CABILDO;1;0
34943;2018;10;11;ENCOMIENDA USC-AYTO.SC;1;0
103351;2018;10;11;CPI-CABILDO;1;0
697;2018;10;11;CONVENIOS CABILDO-AYTOS.;1;0
6521;2018;10;11;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
147;2018;10;12;CONVENIOS CABILDO-AYTOS.;1;1
671;2018;10;12;ENCOMIENDA LAGUNA -AYTO.LAG;1;1
14661;2018;10;12;ENCOMIENDA USC-AYTO.SC;1;1
58485;2018;10;12;CPI-CABILDO;1;1
17550;2018;10;13;ENCOMIENDA USC-AYTO.SC;1;0
63115;2018;10;13;CPI-CABILDO;1;0
984;2018;10;13;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
187;2018;10;13;CONVENIOS CABILDO-AYTOS.;1;0
12047;2018;10;14;ENCOMIENDA USC-AYTO.SC;1;0
458;2018;10;14;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
106;2018;10;14;CONVENIOS CABILDO-AYTOS.;1;0
46182;2018;10;14;CPI-CABILDO;1;0
97445;2018;10;15;CPI-CABILDO;1;0
3137;2018;10;15;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
34449;2018;10;15;ENCOMIENDA USC-AYTO.SC;1;0
641;2018;10;15;CONVENIOS CABILDO-AYTOS.;1;0
103847;2018;10;16;CPI-CABILDO;1;0
650;2018;10;16;CONVENIOS CABILDO-AYTOS.;1;0
3295;2018;10;16;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
34571;2018;10;16;ENCOMIENDA USC-AYTO.SC;1;0
99653;2018;10;17;CPI-CABILDO;1;0
3317;2018;10;17;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
34097;2018;10;17;ENCOMIENDA USC-AYTO.SC;1;0
631;2018;10;17;CONVENIOS CABILDO-AYTOS.;1;0
3093;2018;10;18;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32682;2018;10;18;ENCOMIENDA USC-AYTO.SC;1;0
602;2018;10;18;CONVENIOS CABILDO-AYTOS.;1;0
94651;2018;10;18;CPI-CABILDO;1;0
3141;2018;10;19;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32469;2018;10;19;ENCOMIENDA USC-AYTO.SC;1;0
101930;2018;10;19;CPI-CABILDO;1;0
589;2018;10;19;CONVENIOS CABILDO-AYTOS.;1;0
920;2018;10;20;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
61618;2018;10;20;CPI-CABILDO;1;0
16525;2018;10;20;ENCOMIENDA USC-AYTO.SC;1;0
161;2018;10;20;CONVENIOS CABILDO-AYTOS.;1;0
47375;2018;10;21;CPI-CABILDO;1;0
633;2018;10;21;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
11287;2018;10;21;ENCOMIENDA USC-AYTO.SC;1;0
103;2018;10;21;CONVENIOS CABILDO-AYTOS.;1;0
670;2018;10;22;CONVENIOS CABILDO-AYTOS.;1;0
96956;2018;10;22;CPI-CABILDO;1;0
3124;2018;10;22;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33060;2018;10;22;ENCOMIENDA USC-AYTO.SC;1;0
98682;2018;10;23;CPI-CABILDO;1;0
3282;2018;10;23;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32987;2018;10;23;ENCOMIENDA USC-AYTO.SC;1;0
618;2018;10;23;CONVENIOS CABILDO-AYTOS.;1;0
623;2018;10;24;CONVENIOS CABILDO-AYTOS.;1;0
33088;2018;10;24;ENCOMIENDA USC-AYTO.SC;1;0
96572;2018;10;24;CPI-CABILDO;1;0
3261;2018;10;24;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
24818;2018;10;25;ENCOMIENDA USC-AYTO.SC;1;0
520;2018;10;25;CONVENIOS CABILDO-AYTOS.;1;0
81094;2018;10;25;CPI-CABILDO;1;0
2351;2018;10;25;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33884;2018;10;26;ENCOMIENDA USC-AYTO.SC;1;0
3372;2018;10;26;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
100103;2018;10;26;CPI-CABILDO;1;0
656;2018;10;26;CONVENIOS CABILDO-AYTOS.;1;0
16326;2018;10;27;ENCOMIENDA USC-AYTO.SC;1;0
62898;2018;10;27;CPI-CABILDO;1;0
155;2018;10;27;CONVENIOS CABILDO-AYTOS.;1;0
994;2018;10;27;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
9074;2018;10;28;ENCOMIENDA USC-AYTO.SC;1;0
433;2018;10;28;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
86;2018;10;28;CONVENIOS CABILDO-AYTOS.;1;0
44330;2018;10;28;CPI-CABILDO;1;0
34026;2018;10;29;ENCOMIENDA USC-AYTO.SC;1;0
628;2018;10;29;CONVENIOS CABILDO-AYTOS.;1;0
3285;2018;10;29;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
100021;2018;10;29;CPI-CABILDO;1;0
3313;2018;10;30;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
35389;2018;10;30;ENCOMIENDA USC-AYTO.SC;1;0
99771;2018;10;30;CPI-CABILDO;1;0
714;2018;10;30;CONVENIOS CABILDO-AYTOS.;1;0
36585;2018;10;31;ENCOMIENDA USC-AYTO.SC;1;0
104678;2018;10;31;CPI-CABILDO;1;0
3335;2018;10;31;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
690;2018;10;31;CONVENIOS CABILDO-AYTOS.;1;0
145;2018;11;1;CONVENIOS CABILDO-AYTOS.;1;1
12525;2018;11;1;ENCOMIENDA USC-AYTO.SC;1;1
52144;2018;11;1;CPI-CABILDO;1;1
569;2018;11;1;ENCOMIENDA LAGUNA -AYTO.LAG;1;1
31822;2018;11;2;ENCOMIENDA USC-AYTO.SC;1;0
97312;2018;11;2;CPI-CABILDO;1;0
3152;2018;11;2;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
669;2018;11;2;CONVENIOS CABILDO-AYTOS.;1;0
890;2018;11;3;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
16863;2018;11;3;ENCOMIENDA USC-AYTO.SC;1;0
176;2018;11;3;CONVENIOS CABILDO-AYTOS.;1;0
64859;2018;11;3;CPI-CABILDO;1;0
12600;2018;11;4;ENCOMIENDA USC-AYTO.SC;1;0
659;2018;11;4;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
52308;2018;11;4;CPI-CABILDO;1;0
126;2018;11;4;CONVENIOS CABILDO-AYTOS.;1;0
3478;2018;11;5;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
102773;2018;11;5;CPI-CABILDO;1;0
734;2018;11;5;CONVENIOS CABILDO-AYTOS.;1;0
34567;2018;11;5;ENCOMIENDA USC-AYTO.SC;1;0
102959;2018;11;6;CPI-CABILDO;1;0
3447;2018;11;6;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
33926;2018;11;6;ENCOMIENDA USC-AYTO.SC;1;0
642;2018;11;6;CONVENIOS CABILDO-AYTOS.;1;0
3489;2018;11;7;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
603;2018;11;7;CONVENIOS CABILDO-AYTOS.;1;0
34014;2018;11;7;ENCOMIENDA USC-AYTO.SC;1;0
105039;2018;11;7;CPI-CABILDO;1;0
34913;2018;11;8;ENCOMIENDA USC-AYTO.SC;1;0
614;2018;11;8;CONVENIOS CABILDO-AYTOS.;1;0
102916;2018;11;8;CPI-CABILDO;1;0
3503;2018;11;8;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32188;2018;11;9;ENCOMIENDA USC-AYTO.SC;1;0
677;2018;11;9;CONVENIOS CABILDO-AYTOS.;1;0
104544;2018;11;9;CPI-CABILDO;1;0
3162;2018;11;9;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
175;2018;11;10;CONVENIOS CABILDO-AYTOS.;1;0
17465;2018;11;10;ENCOMIENDA USC-AYTO.SC;1;0
71612;2018;11;10;CPI-CABILDO;1;0
1034;2018;11;10;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
11835;2018;11;11;ENCOMIENDA USC-AYTO.SC;1;0
53974;2018;11;11;CPI-CABILDO;1;0
672;2018;11;11;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
118;2018;11;11;CONVENIOS CABILDO-AYTOS.;1;0
32643;2018;11;12;ENCOMIENDA USC-AYTO.SC;1;0
102866;2018;11;12;CPI-CABILDO;1;0
2909;2018;11;12;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
467;2018;11;12;CONVENIOS CABILDO-AYTOS.;1;0
32899;2018;11;13;ENCOMIENDA USC-AYTO.SC;1;0
3268;2018;11;13;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
615;2018;11;13;CONVENIOS CABILDO-AYTOS.;1;0
103045;2018;11;13;CPI-CABILDO;1;0
33291;2018;11;14;ENCOMIENDA USC-AYTO.SC;1;0
564;2018;11;14;CONVENIOS CABILDO-AYTOS.;1;0
3275;2018;11;14;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
102714;2018;11;14;CPI-CABILDO;1;0
3192;2018;11;15;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
32478;2018;11;15;ENCOMIENDA USC-AYTO.SC;1;0
590;2018;11;15;CONVENIOS CABILDO-AYTOS.;1;0
102769;2018;11;15;CPI-CABILDO;1;0
33832;2018;11;16;ENCOMIENDA USC-AYTO.SC;1;0
116681;2018;11;16;CPI-CABILDO;1;0
3239;2018;11;16;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
517;2018;11;16;CONVENIOS CABILDO-AYTOS.;1;0
59775;2018;11;17;CPI-CABILDO;1;0
684;2018;11;17;ENCOMIENDA LAGUNA -AYTO.LAG;1;0
